16666	Una prelibatezza per il tuo pet!
16667	Una prelibatezza per il tuo pet molto rara!
41393	Maglia Mon. ALG (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale algerina. Ti dona almeno un bonus scelto dalla sorte.
41394	Maglia ARG (m/bonus)	Completo da calcio nei colori della nazionale argentina. Ti dona almeno un bonus scelto dalla sorte.
41395	Maglia ARG (f/bonus)	Completo da calcio nei colori della nazionale argentina. Ti dona almeno un bonus scelto dalla sorte.
41396	Maglia Mon. AUS (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale australiana. Ti dona almeno un bonus scelto dalla sorte.
41397	Maglia Mon. AUS (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale australiana. Ti dona almeno un bonus scelto dalla sorte.
41398	Maglia BEL (m/bonus)	Completo da calcio nei colori della nazionale belga. Ti dona almeno un bonus scelto dalla sorte.
41399	Maglia BEL (f/bonus)	Completo da calcio nei colori della nazionale belga. Ti dona almeno un bonus scelto dalla sorte.
41400	Maglia Mon. BIH (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale della Bosnia-Erzegovina. Ti dona almeno un bonus scelto dalla sorte.
41401	Maglia Mon. BIH (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale della Bosnia-Erzegovina. Ti dona almeno un bonus scelto dalla sorte.
41402	Maglia BRA (m/bonus)	Completo da calcio nei colori della nazionale brasiliana. Ti dona almeno un bonus scelto dalla sorte.
41403	Maglia BRA (f/bonus)	Completo da calcio nei colori della nazionale brasiliana. Ti dona almeno un bonus scelto dalla sorte.
41404	Maglia Mon. CMR (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale camerunense. Ti dona almeno un bonus scelto dalla sorte.
41405	Maglia Mon. CMR (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale camerunense. Ti dona almeno un bonus scelto dalla sorte.
41406	Maglia Mon. CHI (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale cilena. Ti dona almeno un bonus scelto dalla sorte.
41407	Maglia Mon. CHI (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale cilena. Ti dona almeno un bonus scelto dalla sorte.
41408	Maglia Mon. COL (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale colombiana. Ti dona almeno un bonus scelto dalla sorte.
41409	Maglia Mon. COL (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale colombiana. Ti dona almeno un bonus scelto dalla sorte.
41410	Maglia Mon. CRC (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale costaricana. Ti dona almeno un bonus scelto dalla sorte.
41411	Maglia Mon. CRC (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale costaricana. Ti dona almeno un bonus scelto dalla sorte.
41412	Maglia Mon. CIV (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale ivoriana. Ti dona almeno un bonus scelto dalla sorte.
41413	Maglia Mon. CIV (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale ivoriana. Ti dona almeno un bonus scelto dalla sorte.
41414	Maglia Mon. CRO (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale croata. Ti dona almeno un bonus scelto dalla sorte.
41415	Maglia Mon. CRO (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale croata. Ti dona almeno un bonus scelto dalla sorte.
41416	Maglia Mon. ECU (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale ecuadoregna. Ti dona almeno un bonus scelto dalla sorte.
41417	Maglia Mon. ECU (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale ecuadoregna. Ti dona almeno un bonus scelto dalla sorte.
41418	Maglia ENG (m/bonus)	Completo da calcio nei colori della nazionale inglese. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41419	Maglia ENG (f/bonus)	Completo da calcio nei colori della nazionale inglese. Ti dona almeno un bonus scelto dalla sorte.
41420	Maglia FRA (m/bonus)	Completo da calcio nei colori della nazionale francese. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41421	Maglia FRA (f/bonus)	Completo da calcio nei colori della nazionale francese. Ti dona almeno un bonus scelto dalla sorte.
41422	Maglia GER (m/bonus)	Completo da calcio nei colori della nazionale tedesca. Ti dona almeno un bonus scelto dalla sorte.
41423	Maglia GER (f/bonus)	Completo da calcio nei colori della nazionale tedesca. Ti dona almeno un bonus scelto dalla sorte.
41424	Maglia Mon. GHA (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale ghanese. Ti dona almeno un bonus scelto dalla sorte.
41425	Maglia Mon. GHA (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale ghanese. Ti dona almeno un bonus scelto dalla sorte.
41426	Maglia GRE (m/bonus)	Completo da calcio nei colori della nazionale greca. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41427	Maglia GRE (f/bonus)	Completo da calcio nei colori della nazionale greca. Ti dona almeno un bonus scelto dalla sorte.
41428	Maglia Mon. HON (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale honduregna. Ti dona almeno un bonus scelto dalla sorte.
41429	Maglia Mon. HON (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale honduregna. Ti dona almeno un bonus scelto dalla sorte.
41430	Maglia Mon. IRN (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale iraniana. Ti dona almeno un bonus scelto dalla sorte.
41431	Maglia Mon. IRN (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale iraniana. Ti dona almeno un bonus scelto dalla sorte.
41432	Maglia ITA (m/bonus)	Completo da calcio nei colori della nazionale italiana. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41433	Maglia ITA (f/bonus)	Completo da calcio nei colori della nazionale italiana. Ti dona almeno un bonus scelto dalla sorte.
41434	Maglia Mon. JPN (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale giapponese. Ti dona almeno un bonus scelto dalla sorte.
41435	Maglia Mon. JPN (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale giapponese. Ti dona almeno un bonus scelto dalla sorte.
41436	Maglia KOR (m/bonus)	Completo da calcio nei colori della nazionale coreana. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41437	Maglia KOR (f/bonus)	Completo da calcio nei colori della nazionale coreana. Ti dona almeno un bonus scelto dalla sorte.
41438	Maglia MEX (m/bonus)	Completo da calcio nei colori della nazionale messicana. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41439	Maglia MEX (f/bonus)	Completo da calcio nei colori della nazionale messicana. Ti dona almeno un bonus scelto dalla sorte.
41440	Maglia NED (m/bonus)	Completo da calcio nei colori della nazionale olandese. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41441	Maglia NED (f/bonus)	Completo da calcio nei colori della nazionale olandese. Ti dona almeno un bonus scelto dalla sorte.
41442	Maglia Mon. NGA (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale nigeriana. Ti dona almeno un bonus scelto dalla sorte.
41443	Maglia Mon. NGA (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale nigeriana. Ti dona almeno un bonus scelto dalla sorte.
41444	Maglia POR (m/bonus)	Completo da calcio nei colori della nazionale portoghese. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41445	Maglia POR (f/bonus)	Completo da calcio nei colori della nazionale portoghese. Ti dona almeno un bonus scelto dalla sorte.
41446	Maglia RUS (m/bonus)	Completo da calcio nei colori della nazionale russa. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41447	Maglia RUS (f/bonus)	Completo da calcio nei colori della nazionale russa. Ti dona almeno un bonus scelto dalla sorte.
41448	Maglia ESP (m/bonus)	Completo da calcio nei colori della nazionale spagnola. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41449	Maglia ESP (f/bonus)	Completo da calcio nei colori della nazionale spagnola. Ti dona almeno un bonus scelto dalla sorte.
41450	Maglia SUI (m/bonus)	Completo da calcio nei colori della nazionale svizzera. Ti dona almeno un bonus scelto dalla sorte.
41451	Maglia SUI (f/bonus)	Completo da calcio nei colori della nazionale svizzera. Ti dona almeno un bonus scelto dalla sorte.
41452	Maglia Mon. URU (m/bon.)	Una maglia per i Mondiali nei colori della Nazionale uruguaiana. Ti dona almeno un bonus scelto dalla sorte.
41453	Maglia Mon. URU (f/bon.)	Una maglia per i Mondiali nei colori della Nazionale uruguaiana. Ti dona almeno un bonus scelto dalla sorte.
41454	Maglia USA (m/bonus)	Completo da calcio nei colori della nazionale statunitense. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41455	Maglia USA (f/bonus)	Completo da calcio nei colori della nazionale statunitense. Ti dona almeno un bonus scelto dalla sorte.
41472	Abito da zombie	Un abito sporco di sangue, pelle marcescente e ossa scoperte ti trasformeranno in un vero zombie!
41473	Vestito da zombie	Un vestito sporco di sangue, pelle marcescente e ossa scoperte ti trasformeranno in una donna zombie!
41474	Abito da zombie+	Un abito sporco di sangue, pelle marcescente e ossa scoperte ti trasformeranno in un vero zombie! Ti dona almeno un bonus scelto dalla sorte.
41475	Vestito da zombie+	Un vestito sporco di sangue, pelle marcescente e ossa scoperte ti trasformeranno in una donna zombie! Ti dona almeno un bonus scelto dalla sorte.
41476	Abito da mago	Un abito nero, mistico, perfetto per un mago.
41477	Vestito da strega	Un vestito nero, mistico, perfetto per essere usato come costume da strega.
41478	Abito da mago+	Un abito nero, mistico, perfetto per un mago. Ti dona almeno un bonus scelto dalla sorte.
41479	Vestito da strega+	Un vestito nero, mistico, perfetto per essere usato come costume da strega. Ti dona almeno un bonus scelto dalla sorte.
41480	Costume Santa Frosty	Costume da pupazzo di neve con un abito di Babbo Natale in velluto rosso. Non è commerciabile.
41481	Costume Pupazzo di neve	Costume da pupazzo di neve in velluto bianco. Non è commerciabile.
41482	Abito natalizio (bianco)	Vestitino bianco completo di calze e accessori. Non è commerciabile.
41483	Abito natalizio (rosso)	Vestitino rosso completo di calze e accessori. Non è commerciabile.
41484	Costume Santa Frosty+	Costume da pupazzo di neve con un abito di Babbo Natale in velluto rosso. Ti conferisce almeno un bonus a caso. L'item è commerciabile.
41485	Costume Pupazzo di neve+	Costume da pupazzo di neve in velluto bianco. Ti conferisce almeno un bonus a caso. L'item è commerciabile.
41486	Abito nataliz.+ (bianco)	Vestitino bianco completo di calze e accessori. Ti conferisce almeno un bonus a caso. L'item è commerciabile.
41487	Abito natalizio+ (rosso)	Vestitino rosso completo di calze e accessori. Ti conferisce almeno un bonus a caso. L'item è commerciabile.
41496	Sire del deserto (marr.)	Un'uniforme da guerriero realizzata in tessuto marrone. Il non plus ultra per un condottiero esemplare.
41497	Sire del deserto (bian.)	Un'uniforme da guerriero realizzata in tessuto bianco. Il non plus ultra per un condottiero esemplare.
41498	Sovrana del deserto (m.)	Un'uniforme da guerriera realizzata in tessuto marrone. Il non plus ultra per una condottiera esemplare.
41499	Sovrana del deserto (b.)	Un'uniforme da guerriera realizzata in tessuto bianco. Il non plus ultra per una condottiera esemplare.
41500	Sire del deserto + (m.)	Un'uniforme da guerriero realizzata in tessuto marrone. Il non plus ultra per un condottiero esemplare. Conferisce almeno un bonus scelto dalla sorte.
41501	Sire del deserto + (b.)	Un'uniforme da guerriero realizzata in tessuto bianco. Il non plus ultra per un condottiero esemplare. Conferisce almeno un bonus scelto dalla sorte.
41502	Sovrana del deserto+(m.)	Un'uniforme da guerriera realizzata in tessuto marrone. Il non plus ultra per una condottiera esemplare. Conferisce almeno un bonus scelto dalla sorte.
41503	Sovrana del deserto+(b.)	Un'uniforme da guerriera realizzata in tessuto bianco. Il non plus ultra per una condottiera esemplare. Conferisce almeno un bonus scelto dalla sorte.
41504	Costume coniglio(grigio)	Un costume da coniglio di morbida pelliccia grigia. Non commerciabile.
41505	Costume coniglio (marr.)	Un costume da coniglio di morbida pelliccia marrone. Non commerciabile.
41506	Abito pasquale(colorato)	Un abito pasquale dai colori sgargianti e con decorazioni curatissime. Non commerciabile.
41507	Abito pasquale(celeste)	Un abito pasquale celeste con decorazioni dettagliate. Non commerciabile.
41508	Cost. coniglio+ (grigio)	Un costume da coniglio di morbida pelliccia grigia. Dona almeno un bonus scelto dalla sorte. Questo item è commerciabile.
41509	Costume coniglio+(marr.)	Un costume da coniglio di morbida pelliccia marrone. Dona almeno un bonus scelto dalla sorte. Questo item è commerciabile.
41510	Abito pasquale+(color.)	Un abito pasquale dai colori sgargianti e con decorazioni curatissime. Dona almeno un bonus scelto dalla sorte. Questo item è commerciabile.
41511	Abito pasquale+(celeste)	Un abito pasquale celeste con decorazioni dettagliate. Dona almeno un bonus scelto dalla sorte. Questo item è commerciabile.
41512	Costume Zanna	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari.
41513	Costume Zanna	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari.
41514	Costume Zanna	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari.
41515	Costume Zanna	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari.
41516	Costume Zanna +	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari. Conferisce almeno un bonus casuale.
41517	Costume Zanna +	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari. Conferisce almeno un bonus casuale.
41518	Costume Zanna +	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari. Conferisce almeno un bonus casuale.
41519	Costume Zanna +	Un costume di Halloween dall'aspetto demoniaco. Con questo terrorizzerai i tuoi avversari. Conferisce almeno un bonus casuale.
41520	Veste rossa invernale	Una veste invernale di feltro rosso. Non commerciabile.
41521	Veste blu invernale	Una veste invernale di feltro blu. Non commerciabile.
41522	Veste rossa invernale+	Una veste invernale di feltro rosso. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41523	Veste blu invernale+	Una veste invernale di feltro blu. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41524	Vestito rosso invernale	Un vestito invernale di feltro rosso. Non commerciabile.
41525	Vestito blu invernale	Un vestito invernale di feltro blu. Non commerciabile.
41526	Vestito rosso invernale+	Un vestito invernale di feltro rosso. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41527	Vestito blu invernale+	Un vestito invernale di feltro blu. Ti dona almeno un bonus scelto dalla sorte. L'item è commerciabile.
41528	Sire del deserto (rosso)	Un'uniforme da guerriero realizzata in tessuto rosso. Il non plus ultra per un condottiero esemplare.
41529	Sire del deserto (blu)	Un'uniforme da guerriero realizzata in tessuto blu. Il non plus ultra per un condottiero esemplare.
41530	Sovrana del deserto (r)	Un'uniforme da guerriero realizzata in tessuto rosso. Il non plus ultra per una condottiera esemplare.
41531	Sovrana del deserto (b)	Un'uniforme da guerriero realizzata in tessuto blu. Il non plus ultra per una condottiera esemplare.
41532	Sire del deserto + (r)	Un'uniforme da guerriero realizzata in tessuto rosso. Il non plus ultra per un condottiero esemplare. Dona almeno un bonus scelto dalla sorte.
41533	Sire del deserto + (blu)	Un'uniforme da guerriero realizzata in tessuto blu. Il non plus ultra per un condottiero esemplare. Dona almeno un bonus scelto dalla sorte.
41534	Sovrana d. deserto + (r)	Un'uniforme da guerriero realizzata in tessuto rosso. Il non plus ultra per una condottiera esemplare. Dona almeno un bonus scelto dalla sorte.
41535	Sovrana d. deserto + (b)	Un'uniforme da guerriero realizzata in tessuto blu. Il non plus ultra per una condottiera esemplare. Dona almeno un bonus scelto dalla sorte.
41540	Cost. coniglio (bianco)	Costume da coniglio in peluche bianco per lui. Non è commerciabile.
41541	Cost. coniglio (rosa)	Costume da coniglio in peluche rosa per lui. Non è commerciabile.
