TOOLTIP_AFFECT_POTION_7	Rouã Roz	SNA
SELL_PRICE_INFO	[Preþul de vânzare]
TOOLTIP_FISHINGROD_UPGRADE2	pentru a realiza din ea
TOOLTIP_FISHINGROD_UPGRADE3	undiþã
TOOLTIP_FISH_LEN	Lungime: %.2fcm
TOOLTIP_GUILD_SKILL_ACCEL	Accelerare +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Binecuvântarea Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sângele Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Mânia Zeului Dragon +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Ajutor Fermecat +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Armurã Sfântã +%d	SA
TOOLTIP_HELMET	Coif
TOOLTIP_HP_REGEN	Regenerarea PV +%d%%	SA
TOOLTIP_INT	Inteligenþã +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER	Valoarea atacului %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valoarea atacului %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Viteza de atac %s
TOOLTIP_ITEM_DEF_GRADE	Apãrare %d
TOOLTIP_ITEM_FAST	Repede
TOOLTIP_ITEM_LIMIT_CON	Limita superioarã a vitalitãþii %d
TOOLTIP_ITEM_LIMIT_DEX	Limita Superioarã a Dexteritãþii: %d
TOOLTIP_ITEM_LIMIT_INT	Limita superioarã a inteligenþei: %d
TOOLTIP_ITEM_LIMIT_LEVEL	De la nivelul: %d
TOOLTIP_ITEM_LIMIT_STR	Limita superioarã a Puterii: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valoarea atacului magic %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valoarea atacului magic %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Apãrare magicã %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	Încet
TOOLTIP_ITEM_VERY_FAST	Foarte repede
TOOLTIP_ITEM_VERY_SLOW	Foarte încet
TOOLTIP_ITEM_WEARABLE_JOB	[ echipabil ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numãr norocos: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Atac magic +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valoarea atacului magic +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Apãrare magicã +%d	SA
TOOLTIP_MALL_ATTBONUS	Valoarea atacului +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valoarea Atacului	SNA
TOOLTIP_MALL_AUTOLOOT	Yang este însuºit automat.	SNA
TOOLTIP_MALL_DEFBONUS	Apãrare +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Apãrare 	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% mai mult EXP	SNA
TOOLTIP_MALL_FISH_MIND	ªansa de a prinde un peºte este mai mare.	SNA
TOOLTIP_MALL_GOLDBONUS	ªansa de drop Yang a crescut cu %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Sansa de drop Yang dublatã	SNA
TOOLTIP_MALL_ITEMBONUS	ªansa de drop obiect a crescut cu %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe ªansa de a aduna obiecte plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Punctele de dragoste cresc mai repede.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punctele de dragoste cresc mai repede.	SNA
TOOLTIP_MALL_SAFEBOX	Mai mult spaþiu de depozitare stã la dispoziþie.	SNA
TOOLTIP_MAX_HP	Max. PV +%d	SA
TOOLTIP_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_MAX_SP	Max. PM +%d	SA
TOOLTIP_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. resistenza +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Atac cu arma/magic +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	EROARE-GPS(%d, %d)
TOOLTIP_MOV_SPEED	Viteza de miºcare %d%%	SA
TOOLTIP_NECK	Colier
TOOLTIP_NEED_ALL_SP	PM necesare: Max.
TOOLTIP_NEED_GSP	PM necesare: Max.
TOOLTIP_NEED_HP	HP necesare: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Puncte de calificare necesare:
TOOLTIP_NEED_SP	PM necesare: %d
TOOLTIP_NEED_SP_PER_SEC	SP/Sec.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Nivelul urmãtor: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Nivelul urmãtor: %d (Max. %d-%d)
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Paguba medie %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Rezistenþa medie la pagubã %d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Peste %d membri ai grupei
TOOLTIP_PARTY_INFO_GRADE_UP2	Categoria de atac +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Nivel de apãrare +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	PV/PM ale tuturor membrilor grupei reînnoite odatã în 60 de minute.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	PV/PM ale tuturor membrilor grupei reînnoite odatã în 30 de minute.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Trebuie sã aºtepþi 3 minute dupã moartea membrului grupei.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Poþi striga încoace oricând membri ai grupei de pe acelaºi server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Categoria de atac +(Membri grupei/2) %d atacatorii pot fi alesi.
TOOLTIP_PARTY_INFO_SET_TANKER	Nivelul de apãrare +(Numãr Membri Grupã) luptãtorii cu sabia 1 pot fi aleºi.
TOOLTIP_PARTY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Atac/apãrare îmbunãtãþit]
TOOLTIP_PARTY_TITLE_HEAL	[Reface]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Mai mult de %d membri ai grupei oferã %d%% EXP-bonus.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Strigã încoace]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Stabileºte atacatorul]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Stabileºte luptãtor cu sabia]
TOOLTIP_PEPSI_EVENT	5% bonus de EXP ºi 5% ºansã mãritã de colectare obiecte.	SNA
TOOLTIP_PICK_EXP	Puncte: %d / %d
TOOLTIP_PICK_LEVEL	Nivel: %d
TOOLTIP_PICK_UPGRADE1	Dã-o tãietorului de lemne
TOOLTIP_PICK_UPGRADE2	pentru a realiza din ea
TOOLTIP_PICK_UPGRADE3	Târnãcop
TOOLTIP_POTION_CURE	Anuleazã efectele negative.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Viteza de atac +%d
TOOLTIP_POTION_PLUS_HP_PERCENT	PV +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	PV +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Viteza de miºcare +%d
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_SEC	Sec.
TOOLTIP_POTION_TIME	Durata:
TOOLTIP_REQUIREMENT_21_LEVEL	Trebuie sã fi atins nivelul 21
TOOLTIP_REQUIREMENT_41_LEVEL	Trebuie sã fi atins nivelul 41
TOOLTIP_REQUIREMENT_LEVEL	Trebuie sã fi atins nivelul %d
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d necesar
TOOLTIP_RESIST_BOW	Apãrare Sãgeatã %d%%	SA
TOOLTIP_RESIST_DARK	Rezistenta la intunecare +%d%%	SA
TOOLTIP_RESIST_EARTH	Rezistenta pamant +%d%%	SA
TOOLTIP_RESIST_ELEC	Rezistenþa la fulger %d%%	SA
TOOLTIP_RESIST_FIRE	Rezistenþa la foc %d%%	SA
TOOLTIP_RESIST_ICE	Rezistenþã gheaþã +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Puternic împotriva întunericului +%d%% 	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Puternic împotriva pãmântului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ELEC	Puternic împotriva fulgerelor %d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Puternic împotriva focului %d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Puternic împotriva vântului %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Puternic împotriva ghetii +%d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Rezistenþã vs Semi-Oameni %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD_REDUCTION	Apãrare împotriva sabiei +%d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND_REDUCTION	Apãrare împotriva douã mâini +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER_REDUCTION	Apãrare împotriva pumnale +%d%%	SA
TOOLTIP_APPLY_RESIST_BELL_REDUCTION	Aparare împotriva clopot +%d%%	SA
TOOLTIP_APPLY_RESIST_FAN_REDUCTION	Aparare împotriva evantai +%d%%	SA
TOOLTIP_APPLY_RESIST_BOW_REDUCTION	Rezistenþã împotriva sãgeþilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ZODIAC	Puternic împotriva monºtrilor Zodiac +%d%% SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Tare împotriva Monºtrilor Deºertului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Tare împotriva Insectelor +%d%%	SA
TOOLTIP_APPLY_RESIST_CLAW_REDUCTION	Rezistenþã la gheare +%d%% SA
TOOLTIP_RESIST_MAGIC	Rezistenþa la magie %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Penetrare magica de %d%%	SA
TOOLTIP_REST_USABLE_COUNT	Rãmas: %d
TOOLTIP_SEALED	Personalizat
TOOLTIP_SELLPRICE	Preþ: %s
TOOLTIP_SET_ITEM	Set Bonus	SNA
TOOLTIP_SHAMAN	ªaman
TOOLTIP_SHIELD	Scut
TOOLTIP_SHOES	Papuci
TOOLTIP_SKILL	Abilitate	SNA
TOOLTIP_SKILLBOOK_NAME	Cartea Abilitãþii
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Valoarea atacului: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Valoarea atacului:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Viteza de atac: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Apãrare:
TOOLTIP_SKILL_AFFECT_DODGE	Valoarea atacului inamic: -
TOOLTIP_SKILL_AFFECT_HEAL	Reînnoieºte PV:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Viteza de miºcare: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	ªansa de a evita un atac corporal:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Rezistenþã la pagubã corporalã:
TOOLTIP_SKILL_COOL_TIME	Re-încãrcare: 
TOOLTIP_SKILL_DAMAGE_BONUS	Paguba Abilitãþii %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Rezistenþã la Paguba Abilitãþii %d%%	SA
TOOLTIP_SKILL_DURATION	Duratã: %d sec.
TOOLTIP_SKILL_FORGET_BOOK_NAME	Cartea Uitãrii
TOOLTIP_SKILL_LEVEL	Nivel curent: %d
TOOLTIP_SKILL_LEVEL_MASTER	Nivelul actual: %d (Maestru)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Nivel actual: %d (Max. %d)
TOOLTIP_SOCKET_EMPTY	Gol
TOOLTIP_SOCKET_REFINABLE_ITEM	[Obiect cu suport]
TOOLTIP_SP_REGEN	Regenerare PM +%d%%	SA
TOOLTIP_STR	Putere +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_TIME_CHARGER_FIX	Timp de încãrcare %d sec.	SA
TOOLTIP_TIME_CHARGER_PER	Timp de încãrcare %d%%	SA
TOOLTIP_UNIQUE	Unic
TOOLTIP_UNSEAL_LEFT_TIME	Personalizat inca: %dH %dM
TOOLTIP_WARRIOR	Rãzboinic
TOOLTIP_WEAPON	Armã
TOOLTIP_WOLFMAN	Lycan
TOOLTIP_WRISTLET	Brãþarã
UI_ACCEPT	Accept
UI_CANCEL	Anuleazã
UI_CLOSE	Închide
UI_DEF_FONT	Tahoma:12
UI_DEF_FONT_LARGE	Tahoma:14
UI_DEF_FONT_SMALL	Tahoma:9
UI_DEF_FONT_ULTRA	Tahoma:16
UI_DENY	Refuzã
UI_ITEM	Obiec
UI_LEFT_TIME	Timp rãmas: %d sec.
UI_NEXT	Dupã tine
UI_NEXTPAGE	Continuã
UI_NOCONTENTS	Fara conþinut
UI_NONAME	Fãrã nume
UI_OK	Ok
UI_POS_UNKNOWN	Loc necunoscut
UI_PREVPAGE	Înapoi
UI_UNKNOWN	Necunoscut
UPLOAD_MARK_CHECK_NEED_RECONNECT	Reîncãrcaþi
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	Reîncãrcaþi
USE_ITEM_FAILURE_PRIVATE_SHOP	Nu puteþi folosi articole dacã aveþi un magazin privat deschis.
USE_SKILL_ERROR_UNKNOWN	Eroare de abilitate necunoscutã: %s
COMB_ALERT	Doriþi sã distrugeþi costumul 2 în acest proces?
COMB_ALERT1	Pentru a putea face acest lucru, trebuie sã adãugaþi Scroll-ul de transfer în slotul acestuia.
COMB_ALERT2	Pentru a putea face acest lucru, mai întâi trebuie sã adãugaþi costumul 1.
COMB_ALERT3	Puteþi transfera doar bonusurile de la costume.
COMB_ALERT4	Puteþi transfera doar bonusurile din acelaºi tip de costume.
COMB_ALERT5	Puteþi transfera doar bonusurile de la costumele corporale.
COMB_ALERT6	Puteþi transfera bonusurile doar din acelaºi tip de costum.
OFFLINE_SHOP_UNAVAILABLE	[MentaL] Funzione in testing.
OFFLINE_SHOP_CLOSE_OFFLINE_SHOP	Doriþi sã vã închideþi magazinul?
OFFLINE_SHOP_RETRIEVE_ITEM	Doriþi sã colectaþi articole din magazin?
OFFLINE_SHOP_WITHDRAW_MONEY	Doriþi sã retrageþi toþi banii din magazin?
OFFLINE_SHOP_WARNING_1	Atenþie! Puteþi cumpãra articole fãrã notificare.
OFFLINE_SHOP_ENTER_TITLE	Trebuie sã introduceþi un titlu pentru magazin.
OFFLINE_SHOP_ITEM_COUNT_ZERO	Nu aþi introdus niciun obiect.
OFFLINE_SHOP_WRONG_TIME	Aþi introdus o duratã incorectã.
MONETARY_UNIT_DISPLAYED_COUNT	Vizite
COMB_NOT_FULL_BOOK	Nu, nu putem face afaceri ca asta. Dupã cum v-am spus deja, sunt disponibil comercial doar dacã îmi oferiþi 10 cãrþi în schimb.
ATTR_6TH_7TH_ADD_QUESTION1	Nu puteþi folosi acest articol în timp ce este adãugat un bonus.
ATTR_6TH_7TH_ADD_QUESTION2	Sigur vrei sã adaugi bonusul?
ATTR_6TH_7TH_CHANGE_FAIL	Nu puteþi schimba bonusul.
ATTR_6TH_7TH_POSSIBILITY	Puteþi adãuga un alt bonus.
ATTR_6TH_7TH_TOTAL_SUCCESS_PERCENT	Succes: %.1f%%
BUFF_AFFECT_REMOVE_QUESTION	Sigur doriþi sã eliminaþi %s?
DROP_ITEM_FAILURE_SAFEBOX	Nu puteþi arunca articole în timp ce depozitul este deschis.
WONEXCHANGE_CONFIRM_QUESTION_1	Vrei sã vinzi %d Won pentru %s Yang.
WONEXCHANGE_CONFIRM_QUESTION_2	Vrei sã cumperi %d Won pentru %s Yang.
WONEXCHANGE_CONFIRM_QUESTION_3	Continuã?
NOT_POSSIBLE	Nu este posibil
NOT_POSSIBLE_EQUIP	Nu se poate echipa
UI_MINIMIZE	Minimizaþi
TARGET_BUTTON_DECORUM_STAT	Ligã
TARGET_BUTTON_DECORUM_DUEL	Eroul duelului
CANNOT_OPEN_DECORUM	Nu aparþin de nici o ligã
TOOLTIP_APPLY_NO_LOST_DECORUM	La urmãtorul eveniment decorat, dacã pierzi, vei pierde jumãtate din decoraþiuni
TOOLTIP_APPLY_GAIN_DECORUM	La urmãtorul eveniment decorat, dacã câºtigi, vei primi mai multe decoraþiuni
RENDER_TARGET	Apãsaþi pentru a previzualiza
SKILL_GROUP_PERKS	Avantaje
MOUNT_M	A urca/A coborî
MOUNT_B	A alunga
